accelerometer.txt

All values are in SI units (m/s^2).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
8.527 8.522 -0.14844051 0.38307226 9.710882
8.546 8.543 0.110133275 0.5650316 7.905654
8.567 8.563 0.2777274 0.6703765 7.1059904
8.586 8.583 0.22505496 0.641646 7.608773
8.607 8.603 -0.047884032 0.50757074 8.848969
8.628 8.623 -0.21068975 0.19632454 10.213664
8.647 8.643 -0.11971009 0.06703765 10.721235
8.667 8.664 -0.2825158 0.4261679 10.448297
8.688 8.684 -0.50757074 0.6607997 9.160215
8.708 8.704 -0.48362875 0.7613561 8.154651
8.727 8.724 -0.81402856 0.93373865 8.37013
8.747 8.744 -0.6847417 1.2545617 8.662222
8.768 8.764 -0.8714894 1.0869676 9.41879
8.788 8.784 -0.7182605 1.1923125 9.222465
8.808 8.805 -0.8331822 1.3790601 9.720459
8.828 8.825 -0.93852705 1.6184803 10.0269165
8.848 8.845 -0.7278373 1.6519991 10.275913
8.869 8.865 -0.7565677 1.541866 10.606314
8.889 8.885 -0.79008657 1.436521 10.376471
8.909 8.905 -0.79008657 1.1827357 10.46745
8.930 8.926 -0.6991069 0.866701 10.491392
8.949 8.946 -0.59376204 0.6560113 11.329363
8.974 8.966 -0.89064306 0.90979666 11.530476
8.991 8.986 -1.0821792 0.8858546 11.147403
9.013 9.006 -1.436521 0.8475474 10.697293
9.031 9.026 -1.5658079 0.6655881 10.510546
9.049 9.046 -1.5466543 0.25378537 10.371682
9.070 9.067 -1.4269443 -0.009576807 10.840945
9.090 9.087 -1.2593501 0.04309563 10.970232
9.111 9.107 -1.1109096 0.29688102 9.993398
9.130 9.127 -1.115698 0.50757074 8.75799
9.151 9.147 -1.1492168 0.33039984 8.231265
9.171 9.168 -0.9672575 0.009576807 8.604761
9.191 9.188 -0.8619126 -0.16759412 9.471462
9.216 9.208 -0.5793968 -0.16759412 10.0508585
9.236 9.228 -0.51235914 -0.009576807 9.911995
9.252 9.248 -0.37349546 0.36870706 8.820239
9.273 9.268 -0.17717093 0.6751649 7.723695
9.292 9.288 -0.0047884034 0.61291564 7.5225816
9.314 9.309 0.14844051 1.0151415 7.6375036
9.333 9.329 0.25857377 1.043872 8.274361
9.354 9.349 0.2633622 1.0007763 8.944737
9.373 9.369 0.4213795 1.0055647 8.935161
9.393 9.389 0.6847417 0.7565677 9.069236
9.414 9.409 0.545878 0.79008657 9.792285
9.433 9.430 0.34955344 0.93373865 10.16578
9.455 9.450 0.33518824 0.9720459 10.491392
9.473 9.470 0.320823 0.7230489 10.749966
9.493 9.490 0.20111294 0.61770403 10.970232
9.515 9.510 0.009576807 0.56982 11.51611
9.537 9.531 0.12928689 0.41180268 11.573571
9.555 9.551 0.047884032 0.33997664 11.300632
9.575 9.571 -0.033518825 0.60812724 10.783484
